Id,SalePrice
1611,143336.525340978
1612,143336.525340978
1613,143336.525340978
1614,135232.305897226
1615,87289.2170349142
1616,111601.875366169
1617,95393.4364786658
1618,127128.086453475
1619,127128.086453475
1620,167649.183672233
1621,143336.525340978
1622,143336.525340978
1623,262853.13359666
1624,183175.394759539
1625,183175.394759539
1626,183175.394759539
1627,183175.394759539
1628,262853.13359666
1629,223014.264178099
1630,262853.13359666
1631,262853.13359666
1632,262853.13359666
1633,223014.264178099
1634,183175.394759539
1635,183175.394759539
1636,183175.394759539
1637,135232.305897226
1638,214910.044734347
1639,175071.175315787
1640,206805.825290596
1641,183175.394759539
1642,223014.264178099
1643,262853.13359666
1644,262853.13359666
1645,127128.086453475
1646,175071.175315787
1647,223014.264178099
1648,143336.525340978
1649,127128.086453475
1650,95393.4364786658
1651,87289.2170349142
1652,183175.394759539
1653,175071.175315787
1654,183175.394759539
1655,223014.264178099
1656,183175.394759539
1657,183175.394759539
1658,183175.394759539
1659,214910.044734347
1660,127128.086453475
1661,302692.00301522
1662,302692.00301522
1663,302692.00301522
1664,342530.872433781
1665,302692.00301522
1666,262853.13359666
1667,262853.13359666
1668,302692.00301522
1669,302692.00301522
1670,302692.00301522
1671,223014.264178099
1672,302692.00301522
1673,262853.13359666
1674,262853.13359666
1675,183175.394759539
1676,183175.394759539
1677,223014.264178099
1678,342530.872433781
1679,262853.13359666
1680,302692.00301522
1681,302692.00301522
1682,262853.13359666
1683,223014.264178099
1684,223014.264178099
1685,183175.394759539
1686,223014.264178099
1687,223014.264178099
1688,223014.264178099
1689,223014.264178099
1690,223014.264178099
1691,223014.264178099
1692,262853.13359666
1693,223014.264178099
1694,183175.394759539
1695,223014.264178099
1696,223014.264178099
1697,214910.044734347
1698,262853.13359666
1699,262853.13359666
1700,223014.264178099
1701,262853.13359666
1702,262853.13359666
1703,262853.13359666
1704,262853.13359666
1705,262853.13359666
1706,302692.00301522
1707,223014.264178099
1708,223014.264178099
1709,302692.00301522
1710,262853.13359666
1711,262853.13359666
1712,262853.13359666
1713,223014.264178099
1714,223014.264178099
1715,223014.264178099
1716,214910.044734347
1717,223014.264178099
1718,183175.394759539
1719,223014.264178099
1720,262853.13359666
1721,223014.264178099
1722,143336.525340978
1723,143336.525340978
1724,223014.264178099
1725,223014.264178099
1726,175071.175315787
1727,183175.394759539
1728,223014.264178099
1729,166966.955872035
1730,166966.955872035
1731,143336.525340978
1732,135232.305897226
1733,143336.525340978
1734,143336.525340978
1735,119023.867009723
1736,135232.305897226
1737,238540.475265405
1738,198701.605846844
1739,223014.264178099
1740,183175.394759539
1741,183175.394759539
1742,183175.394759539
1743,223014.264178099
1744,230436.255821653
1745,223014.264178099
1746,262853.13359666
1747,214910.044734347
1748,166966.955872035
1749,143336.525340978
1750,183175.394759539
1751,206805.825290596
1752,135232.305897226
1753,143336.525340978
1754,223014.264178099
1755,183175.394759539
1756,87289.2170349142
1757,127128.086453475
1758,103497.655922417
1759,135232.305897226
1760,135232.305897226
1761,143336.525340978
1762,135232.305897226
1763,175071.175315787
1764,143336.525340978
1765,183175.394759539
1766,175071.175315787
1767,158862.736428284
1768,127128.086453475
1769,214910.044734347
1770,158862.736428284
1771,143336.525340978
1772,143336.525340978
1773,103497.655922417
1774,151440.74478473
1775,166966.955872035
1776,143336.525340978
1777,135232.305897226
1778,119023.867009723
1779,143336.525340978
1780,206805.825290596
1781,135232.305897226
1782,63658.7865038569
1783,127128.086453475
1784,79184.9975911626
1785,127128.086453475
1786,103497.655922417
1787,190597.386403093
1788,23819.9170852963
1789,127128.086453475
1790,63658.7865038569
1791,183175.394759539
1792,166966.955872035
1793,191279.61420329
1794,150758.516984532
1795,175071.175315787
1796,175071.175315787
1797,183175.394759539
1798,135232.305897226
1799,127128.086453475
1800,143336.525340978
1801,87289.2170349142
1802,166966.955872035
1803,183175.394759539
1804,127128.086453475
1805,175071.175315787
1806,158862.736428284
1807,183175.394759539
1808,119023.867009723
1809,119023.867009723
1810,135232.305897226
1811,95393.4364786658
1812,143336.525340978
1813,127128.086453475
1814,95393.4364786658
1815,31924.136529048
1816,119023.867009723
1817,111601.875366169
1818,166966.955872035
1819,166966.955872035
1820,119706.094809921
1821,175071.175315787
1822,166966.955872035
1823,79867.2253913601
1824,175071.175315787
1825,127128.086453475
1826,143336.525340978
1827,135232.305897226
1828,135232.305897226
1829,143336.525340978
1830,175071.175315787
1831,198701.605846844
1832,175753.403115984
1833,183175.394759539
1834,166966.955872035
1835,223014.264178099
1836,175071.175315787
1837,95393.4364786658
1838,166966.955872035
1839,71080.778147411
1840,143336.525340978
1841,143336.525340978
1842,159544.964228481
1843,135232.305897226
1844,183175.394759539
1845,143336.525340978
1846,183175.394759539
1847,143336.525340978
1848,48132.5754165512
1849,103497.655922417
1850,143336.525340978
1851,166966.955872035
1852,135232.305897226
1853,143336.525340978
1854,214910.044734347
1855,183175.394759539
1856,223014.264178099
1857,127128.086453475
1858,143336.525340978
1859,143336.525340978
1860,143336.525340978
1861,143336.525340978
1862,223014.264178099
1863,223014.264178099
1864,223014.264178099
1865,302692.00301522
1866,302692.00301522
1867,262853.13359666
1868,262853.13359666
1869,223014.264178099
1870,262853.13359666
1871,262853.13359666
1872,183175.394759539
1873,223014.264178099
1874,127128.086453475
1875,223014.264178099
1876,183175.394759539
1877,223014.264178099
1878,223014.264178099
1879,143336.525340978
1880,127128.086453475
1881,223014.264178099
1882,262853.13359666
1883,223014.264178099
1884,223014.264178099
1885,262853.13359666
1886,262853.13359666
1887,223014.264178099
1888,262853.13359666
1889,183175.394759539
1890,95393.4364786658
1891,183175.394759539
1892,103497.655922417
1893,143336.525340978
1894,143336.525340978
1895,143336.525340978
1896,135232.305897226
1897,151440.74478473
1898,175071.175315787
1899,158862.736428284
1900,198701.605846844
1901,135232.305897226
1902,151440.74478473
1903,214910.044734347
1904,135232.305897226
1905,175071.175315787
1906,127128.086453475
1907,183175.394759539
1908,175071.175315787
1909,175071.175315787
1910,175071.175315787
1911,175071.175315787
1912,190597.386403093
1913,135232.305897226
1914,95393.4364786658
1915,262853.13359666
1916,31924.136529048
1917,262853.13359666
1918,175071.175315787
1919,166966.955872035
1920,143336.525340978
1921,302692.00301522
1922,302692.00301522
1923,158862.736428284
1924,223014.264178099
1925,223014.264178099
1926,302692.00301522
1927,127128.086453475
1928,143336.525340978
1929,119023.867009723
1930,183175.394759539
1931,135232.305897226
1932,143336.525340978
1933,127128.086453475
1934,183175.394759539
1935,183175.394759539
1936,183175.394759539
1937,183175.394759539
1938,143336.525340978
1939,262853.13359666
1940,262853.13359666
1941,183175.394759539
1942,183175.394759539
1943,262853.13359666
1944,262853.13359666
1945,302692.00301522
1946,207488.053090793
1947,302692.00301522
1948,183175.394759539
1949,214910.044734347
1950,206805.825290596
1951,223014.264178099
1952,223014.264178099
1953,183175.394759539
1954,214910.044734347
1955,135232.305897226
1956,206805.825290596
1957,183175.394759539
1958,262853.13359666
1959,143336.525340978
1960,95393.4364786658
1961,143336.525340978
1962,183175.394759539
1963,175071.175315787
1964,143336.525340978
1965,175071.175315787
1966,214910.044734347
1967,262853.13359666
1968,262853.13359666
1969,302692.00301522
1970,302692.00301522
1971,342530.872433781
1972,302692.00301522
1973,262853.13359666
1974,262853.13359666
1975,342530.872433781
1976,262853.13359666
1977,262853.13359666
1978,262853.13359666
1979,302692.00301522
1980,223014.264178099
1981,302692.00301522
1982,262853.13359666
1983,262853.13359666
1984,223014.264178099
1985,223014.264178099
1986,223014.264178099
1987,223014.264178099
1988,183175.394759539
1989,223014.264178099
1990,223014.264178099
1991,214910.044734347
1992,223014.264178099
1993,223014.264178099
1994,223014.264178099
1995,223014.264178099
1996,262853.13359666
1997,302692.00301522
1998,262853.13359666
1999,223014.264178099
2000,246644.694709156
2001,223014.264178099
2002,223014.264178099
2003,262853.13359666
2004,262853.13359666
2005,262853.13359666
2006,262853.13359666
2007,262853.13359666
2008,223014.264178099
2009,183175.394759539
2010,223014.264178099
2011,183175.394759539
2012,223014.264178099
2013,183175.394759539
2014,183175.394759539
2015,223014.264178099
2016,183175.394759539
2017,223014.264178099
2018,143336.525340978
2019,119023.867009723
2020,143336.525340978
2021,143336.525340978
2022,183175.394759539
2023,151440.74478473
2024,183175.394759539
2025,302692.00301522
2026,223014.264178099
2027,183175.394759539
2028,223014.264178099
2029,183175.394759539
2030,302692.00301522
2031,302692.00301522
2032,302692.00301522
2033,302692.00301522
2034,223014.264178099
2035,223014.264178099
2036,262853.13359666
2037,262853.13359666
2038,342530.872433781
2039,262853.13359666
2040,318900.441902723
2041,230436.255821653
2042,223014.264178099
2043,175071.175315787
2044,183175.394759539
2045,206805.825290596
2046,135232.305897226
2047,135232.305897226
2048,127128.086453475
2049,143336.525340978
2050,214910.044734347
2051,143336.525340978
2052,143336.525340978
2053,127128.086453475
2054,87289.2170349142
2055,135232.305897226
2056,119023.867009723
2057,143336.525340978
2058,166966.955872035
2059,151440.74478473
2060,127128.086453475
2061,175071.175315787
2062,143336.525340978
2063,135232.305897226
2064,135232.305897226
2065,143336.525340978
2066,183175.394759539
2067,159544.964228481
2068,143336.525340978
2069,95393.4364786658
2070,119023.867009723
2071,87289.2170349142
2072,143336.525340978
2073,135232.305897226
2074,206805.825290596
2075,175071.175315787
2076,127128.086453475
2077,135232.305897226
2078,143336.525340978
2079,175071.175315787
2080,166966.955872035
2081,183175.394759539
2082,143336.525340978
2083,135232.305897226
2084,127128.086453475
2085,143336.525340978
2086,183175.394759539
2087,127128.086453475
2088,143336.525340978
2089,151440.74478473
2090,166966.955872035
2091,95393.4364786658
2092,95393.4364786658
2093,143336.525340978
2094,214910.044734347
2095,175071.175315787
2096,135232.305897226
2097,110919.647565972
2098,135232.305897226
2099,23819.9170852963
2100,96075.6642788633
2101,143336.525340978
2102,198701.605846844
2103,127128.086453475
2104,143336.525340978
2105,110919.647565972
2106,56236.7948603028
2107,206805.825290596
2108,135232.305897226
2109,95393.4364786658
2110,127128.086453475
2111,206805.825290596
2112,143336.525340978
2113,127128.086453475
2114,150758.516984532
2115,166966.955872035
2116,127128.086453475
2117,166966.955872035
2118,183175.394759539
2119,166966.955872035
2120,127128.086453475
2121,87289.2170349142
2122,87289.2170349142
2123,135232.305897226
2124,223014.264178099
2125,143336.525340978
2126,191279.61420329
2127,158862.736428284
2128,158862.736428284
2129,175071.175315787
2130,175071.175315787
2131,175071.175315787
2132,135232.305897226
2133,166966.955872035
2134,175071.175315787
2135,119023.867009723
2136,79867.2253913601
2137,135232.305897226
2138,135232.305897226
2139,183175.394759539
2140,127128.086453475
2141,158862.736428284
2142,143336.525340978
2143,143336.525340978
2144,151440.74478473
2145,119023.867009723
2146,158862.736428284
2147,159544.964228481
2148,127128.086453475
2149,119023.867009723
2150,214910.044734347
2151,223014.264178099
2152,127128.086453475
2153,135232.305897226
2154,143336.525340978
2155,158862.736428284
2156,183175.394759539
2157,223014.264178099
2158,223014.264178099
2159,223014.264178099
2160,223014.264178099
2161,262853.13359666
2162,302692.00301522
2163,302692.00301522
2164,262853.13359666
2165,175071.175315787
2166,127128.086453475
2167,223014.264178099
2168,183175.394759539
2169,223014.264178099
2170,223014.264178099
2171,135232.305897226
2172,135232.305897226
2173,135232.305897226
2174,223014.264178099
2175,302692.00301522
2176,262853.13359666
2177,223014.264178099
2178,262853.13359666
2179,183175.394759539
2180,183175.394759539
2181,223014.264178099
2182,214910.044734347
2183,223014.264178099
2184,143336.525340978
2185,143336.525340978
2186,175071.175315787
2187,175071.175315787
2188,166966.955872035
2189,127128.086453475
2190,103497.655922417
2191,103497.655922417
2192,103497.655922417
2193,127128.086453475
2194,119023.867009723
2195,103497.655922417
2196,95393.4364786658
2197,87289.2170349142
2198,198701.605846844
2199,166966.955872035
2200,175071.175315787
2201,175071.175315787
2202,230436.255821653
2203,199383.833647042
2204,135232.305897226
2205,151440.74478473
2206,183175.394759539
2207,254748.914152908
2208,190597.386403093
2209,143336.525340978
2210,175071.175315787
2211,158862.736428284
2212,158862.736428284
2213,127128.086453475
2214,143336.525340978
2215,127128.086453475
2216,143336.525340978
2217,-16018.9523332642
2218,87289.2170349142
2219,87289.2170349142
2220,95393.4364786658
2221,262853.13359666
2222,223014.264178099
2223,223014.264178099
2224,223014.264178099
2225,151440.74478473
2226,103497.655922417
2227,214910.044734347
2228,262853.13359666
2229,262853.13359666
2230,143336.525340978
2231,223014.264178099
2232,183175.394759539
2233,183175.394759539
2234,262853.13359666
2235,183175.394759539
2236,262853.13359666
2237,262853.13359666
2238,223014.264178099
2239,143336.525340978
2240,183175.394759539
2241,103497.655922417
2242,135232.305897226
2243,127128.086453475
2244,87289.2170349142
2245,95393.4364786658
2246,135232.305897226
2247,150758.516984532
2248,127128.086453475
2249,135232.305897226
2250,135232.305897226
2251,175753.403115984
2252,175071.175315787
2253,183175.394759539
2254,183175.394759539
2255,183175.394759539
2256,223014.264178099
2257,183175.394759539
2258,223014.264178099
2259,183175.394759539
2260,175071.175315787
2261,262853.13359666
2262,262853.13359666
2263,262853.13359666
2264,302692.00301522
2265,143336.525340978
2266,302692.00301522
2267,262853.13359666
2268,342530.872433781
2269,183175.394759539
2270,206805.825290596
2271,214910.044734347
2272,223014.264178099
2273,175071.175315787
2274,183175.394759539
2275,183175.394759539
2276,214910.044734347
2277,175071.175315787
2278,135232.305897226
2279,143336.525340978
2280,87289.2170349142
2281,183175.394759539
2282,183175.394759539
2283,175071.175315787
2284,183175.394759539
2285,206805.825290596
2286,135232.305897226
2287,302692.00301522
2288,262853.13359666
2289,262853.13359666
2290,302692.00301522
2291,262853.13359666
2292,342530.872433781
2293,302692.00301522
2294,302692.00301522
2295,342530.872433781
2296,262853.13359666
2297,262853.13359666
2298,302692.00301522
2299,262853.13359666
2300,262853.13359666
2301,262853.13359666
2302,223014.264178099
2303,262853.13359666
2304,262853.13359666
2305,183175.394759539
2306,183175.394759539
2307,183175.394759539
2308,262853.13359666
2309,302692.00301522
2310,262853.13359666
2311,223014.264178099
2312,183175.394759539
2313,183175.394759539
2314,223014.264178099
2315,183175.394759539
2316,183175.394759539
2317,183175.394759539
2318,183175.394759539
2319,223014.264178099
2320,214910.044734347
2321,262853.13359666
2322,223014.264178099
2323,223014.264178099
2324,223014.264178099
2325,223014.264178099
2326,223014.264178099
2327,223014.264178099
2328,223014.264178099
2329,183175.394759539
2330,183175.394759539
2331,262853.13359666
2332,302692.00301522
2333,262853.13359666
2334,223014.264178099
2335,262853.13359666
2336,262853.13359666
2337,214910.044734347
2338,262853.13359666
2339,262853.13359666
2340,342530.872433781
2341,223014.264178099
2342,262853.13359666
2343,223014.264178099
2344,223014.264178099
2345,262853.13359666
2346,262853.13359666
2347,223014.264178099
2348,262853.13359666
2349,143336.525340978
2350,262853.13359666
2351,262853.13359666
2352,262853.13359666
2353,183175.394759539
2354,183175.394759539
2355,223014.264178099
2356,143336.525340978
2357,223014.264178099
2358,183175.394759539
2359,183175.394759539
2360,143336.525340978
2361,127128.086453475
2362,223014.264178099
2363,143336.525340978
2364,166966.955872035
2365,262853.13359666
2366,262853.13359666
2367,262853.13359666
2368,223014.264178099
2369,262853.13359666
2370,183175.394759539
2371,183175.394759539
2372,223014.264178099
2373,262853.13359666
2374,262853.13359666
2375,262853.13359666
2376,214910.044734347
2377,262853.13359666
2378,175071.175315787
2379,175071.175315787
2380,175071.175315787
2381,183175.394759539
2382,206805.825290596
2383,214910.044734347
2384,214910.044734347
2385,166966.955872035
2386,183175.394759539
2387,135232.305897226
2388,103497.655922417
2389,143336.525340978
2390,143336.525340978
2391,127128.086453475
2392,127128.086453475
2393,214910.044734347
2394,183175.394759539
2395,166966.955872035
2396,183175.394759539
2397,166966.955872035
2398,127128.086453475
2399,79867.2253913601
2400,63658.7865038569
2401,119023.867009723
2402,135232.305897226
2403,143336.525340978
2404,135232.305897226
2405,183175.394759539
2406,166966.955872035
2407,135232.305897226
2408,127128.086453475
2409,143336.525340978
2410,175071.175315787
2411,143336.525340978
2412,135232.305897226
2413,143336.525340978
2414,110919.647565972
2415,143336.525340978
2416,175071.175315787
2417,166966.955872035
2418,119023.867009723
2419,111601.875366169
2420,143336.525340978
2421,95393.4364786658
2422,143336.525340978
2423,87289.2170349142
2424,135232.305897226
2425,151440.74478473
2426,87289.2170349142
2427,110919.647565972
2428,223014.264178099
2429,127128.086453475
2430,175071.175315787
2431,159544.964228481
2432,127128.086453475
2433,135232.305897226
2434,143336.525340978
2435,143336.525340978
2436,135232.305897226
2437,143336.525340978
2438,143336.525340978
2439,127128.086453475
2440,175071.175315787
2441,143336.525340978
2442,135232.305897226
2443,119023.867009723
2444,119023.867009723
2445,95393.4364786658
2446,79184.9975911626
2447,230436.255821653
2448,175071.175315787
2449,127128.086453475
2450,158862.736428284
2451,127128.086453475
2452,198701.605846844
2453,95393.4364786658
2454,87289.2170349142
2455,127128.086453475
2456,135232.305897226
2457,127128.086453475
2458,175071.175315787
2459,127128.086453475
2460,183175.394759539
2461,119023.867009723
2462,127128.086453475
2463,135232.305897226
2464,158862.736428284
2465,166966.955872035
2466,143336.525340978
2467,214910.044734347
2468,151440.74478473
2469,159544.964228481
2470,175071.175315787
2471,190597.386403093
2472,183175.394759539
2473,95393.4364786658
2474,135914.533697424
2475,198701.605846844
2476,135232.305897226
2477,143336.525340978
2478,143336.525340978
2479,119706.094809921
2480,119023.867009723
2481,151440.74478473
2482,135232.305897226
2483,143336.525340978
2484,143336.525340978
2485,127128.086453475
2486,143336.525340978
2487,151440.74478473
2488,198701.605846844
2489,183175.394759539
2490,135232.305897226
2491,87289.2170349142
2492,183175.394759539
2493,127128.086453475
2494,143336.525340978
2495,103497.655922417
2496,166966.955872035
2497,175071.175315787
2498,143336.525340978
2499,103497.655922417
2500,135232.305897226
2501,135232.305897226
2502,135232.305897226
2503,103497.655922417
2504,183175.394759539
2505,223014.264178099
2506,262853.13359666
2507,262853.13359666
2508,262853.13359666
2509,223014.264178099
2510,262853.13359666
2511,223014.264178099
2512,223014.264178099
2513,223014.264178099
2514,254748.914152908
2515,143336.525340978
2516,175071.175315787
2517,127128.086453475
2518,143336.525340978
2519,223014.264178099
2520,223014.264178099
2521,223014.264178099
2522,223014.264178099
2523,143336.525340978
2524,143336.525340978
2525,127128.086453475
2526,143336.525340978
2527,151440.74478473
2528,135232.305897226
2529,143336.525340978
2530,79184.9975911626
2531,223014.264178099
2532,223014.264178099
2533,223014.264178099
2534,262853.13359666
2535,262853.13359666
2536,223014.264178099
2537,262853.13359666
2538,223014.264178099
2539,223014.264178099
2540,183175.394759539
2541,223014.264178099
2542,143336.525340978
2543,143336.525340978
2544,95393.4364786658
2545,135232.305897226
2546,175071.175315787
2547,175071.175315787
2548,135232.305897226
2549,143336.525340978
2550,342530.872433781
2551,183175.394759539
2552,127128.086453475
2553,119706.094809921
2554,135232.305897226
2555,158862.736428284
2556,103497.655922417
2557,103497.655922417
2558,135232.305897226
2559,143336.525340978
2560,166966.955872035
2561,198701.605846844
2562,166966.955872035
2563,158862.736428284
2564,206805.825290596
2565,143336.525340978
2566,95393.4364786658
2567,143336.525340978
2568,191279.61420329
2569,175071.175315787
2570,175071.175315787
2571,103497.655922417
2572,262853.13359666
2573,223014.264178099
2574,262853.13359666
2575,166966.955872035
2576,127128.086453475
2577,135232.305897226
2578,127128.086453475
2579,31924.136529048
2580,135232.305897226
2581,95393.4364786658
2582,110919.647565972
2583,262853.13359666
2584,175071.175315787
2585,143336.525340978
2586,223014.264178099
2587,223014.264178099
2588,214910.044734347
2589,175071.175315787
2590,214910.044734347
2591,158862.736428284
2592,223014.264178099
2593,262853.13359666
2594,206805.825290596
2595,262853.13359666
2596,262853.13359666
2597,183175.394759539
2598,223014.264178099
2599,342530.872433781
2600,63658.7865038569
2601,183175.394759539
2602,111601.875366169
2603,103497.655922417
2604,95393.4364786658
2605,119706.094809921
2606,143336.525340978
2607,175071.175315787
2608,135232.305897226
2609,127128.086453475
2610,127128.086453475
2611,119706.094809921
2612,135232.305897226
2613,127128.086453475
2614,135232.305897226
2615,183175.394759539
2616,175071.175315787
2617,143336.525340978
2618,175071.175315787
2619,214910.044734347
2620,183175.394759539
2621,183175.394759539
2622,183175.394759539
2623,262853.13359666
2624,223014.264178099
2625,262853.13359666
2626,175071.175315787
2627,262853.13359666
2628,302692.00301522
2629,342530.872433781
2630,302692.00301522
2631,342530.872433781
2632,302692.00301522
2633,302692.00301522
2634,302692.00301522
2635,175071.175315787
2636,223014.264178099
2637,223014.264178099
2638,223014.264178099
2639,175071.175315787
2640,175071.175315787
2641,111601.875366169
2642,183175.394759539
2643,183175.394759539
2644,135232.305897226
2645,166966.955872035
2646,183175.394759539
2647,183175.394759539
2648,183175.394759539
2649,127128.086453475
2650,206805.825290596
2651,183175.394759539
2652,302692.00301522
2653,262853.13359666
2654,223014.264178099
2655,302692.00301522
2656,302692.00301522
2657,302692.00301522
2658,262853.13359666
2659,262853.13359666
2660,262853.13359666
2661,302692.00301522
2662,302692.00301522
2663,262853.13359666
2664,302692.00301522
2665,302692.00301522
2666,302692.00301522
2667,183175.394759539
2668,223014.264178099
2669,183175.394759539
2670,262853.13359666
2671,223014.264178099
2672,223014.264178099
2673,223014.264178099
2674,223014.264178099
2675,223014.264178099
2676,223014.264178099
2677,183175.394759539
2678,223014.264178099
2679,262853.13359666
2680,262853.13359666
2681,302692.00301522
2682,262853.13359666
2683,302692.00301522
2684,262853.13359666
2685,262853.13359666
2686,262853.13359666
2687,262853.13359666
2688,262853.13359666
2689,262853.13359666
2690,302692.00301522
2691,183175.394759539
2692,183175.394759539
2693,223014.264178099
2694,183175.394759539
2695,223014.264178099
2696,223014.264178099
2697,183175.394759539
2698,183175.394759539
2699,183175.394759539
2700,183175.394759539
2701,183175.394759539
2702,151440.74478473
2703,175071.175315787
2704,135232.305897226
2705,143336.525340978
2706,135232.305897226
2707,135232.305897226
2708,135232.305897226
2709,135232.305897226
2710,135232.305897226
2711,231118.483621851
2712,262853.13359666
2713,223014.264178099
2714,223014.264178099
2715,183175.394759539
2716,223014.264178099
2717,223014.264178099
2718,262853.13359666
2719,135232.305897226
2720,214910.044734347
2721,143336.525340978
2722,143336.525340978
2723,166966.955872035
2724,135232.305897226
2725,143336.525340978
2726,127128.086453475
2727,166966.955872035
2728,175071.175315787
2729,135232.305897226
2730,127128.086453475
2731,158862.736428284
2732,127128.086453475
2733,135232.305897226
2734,135232.305897226
2735,143336.525340978
2736,135232.305897226
2737,135232.305897226
2738,143336.525340978
2739,183175.394759539
2740,166966.955872035
2741,143336.525340978
2742,175071.175315787
2743,135232.305897226
2744,175071.175315787
2745,158862.736428284
2746,135232.305897226
2747,175071.175315787
2748,127128.086453475
2749,143336.525340978
2750,135232.305897226
2751,135232.305897226
2752,223014.264178099
2753,143336.525340978
2754,143336.525340978
2755,175071.175315787
2756,39346.128172602
2757,79867.2253913601
2758,79184.9975911626
2759,158862.736428284
2760,111601.875366169
2761,183175.394759539
2762,183175.394759539
2763,175071.175315787
2764,223014.264178099
2765,198701.605846844
2766,95393.4364786658
2767,71763.0059476085
2768,143336.525340978
2769,151440.74478473
2770,214910.044734347
2771,135232.305897226
2772,143336.525340978
2773,119023.867009723
2774,135232.305897226
2775,95393.4364786658
2776,158862.736428284
2777,206805.825290596
2778,198701.605846844
2779,95393.4364786658
2780,183175.394759539
2781,127128.086453475
2782,103497.655922417
2783,63658.7865038569
2784,127128.086453475
2785,127128.086453475
2786,63658.7865038569
2787,166966.955872035
2788,71763.0059476085
2789,214910.044734347
2790,127128.086453475
2791,143336.525340978
2792,79867.2253913601
2793,166966.955872035
2794,63658.7865038569
2795,127128.086453475
2796,143336.525340978
2797,183175.394759539
2798,103497.655922417
2799,119023.867009723
2800,151440.74478473
2801,175071.175315787
2802,143336.525340978
2803,183175.394759539
2804,143336.525340978
2805,127128.086453475
2806,159544.964228481
2807,223014.264178099
2808,135232.305897226
2809,166966.955872035
2810,135232.305897226
2811,143336.525340978
2812,175071.175315787
2813,151440.74478473
2814,151440.74478473
2815,143336.525340978
2816,214910.044734347
2817,135232.305897226
2818,127128.086453475
2819,223014.264178099
2820,103497.655922417
2821,143336.525340978
2822,166966.955872035
2823,158862.736428284
2824,143336.525340978
2825,135232.305897226
2826,119023.867009723
2827,183175.394759539
2828,191279.61420329
2829,158862.736428284
2830,223014.264178099
2831,223014.264178099
2832,183175.394759539
2833,262853.13359666
2834,223014.264178099
2835,223014.264178099
2836,223014.264178099
2837,183175.394759539
2838,135232.305897226
2839,183175.394759539
2840,223014.264178099
2841,223014.264178099
2842,223014.264178099
2843,175071.175315787
2844,175071.175315787
2845,119023.867009723
2846,223014.264178099
2847,183175.394759539
2848,262853.13359666
2849,223014.264178099
2850,262853.13359666
